"","season","athlete_id","name","position","team","conference","avg_PPA_all","avg_PPA_pass","avg_PPA_rush","avg_PPA_first_down","avg_PPA_second_down","avg_PPA_third_down","avg_PPA_standard_downs","avg_PPA_passing_downs","total_PPA_all","total_PPA_pass","total_PPA_rush","total_PPA_first_down","total_PPA_second_down","total_PPA_third_down","total_PPA_standard_downs","total_PPA_passing_downs","countable_plays"
"15832",2024,"5082142","Noah Short","WR","Army","AAC",0.617,1.181,0.455,0.4,0.379,1.034,0.567,0.707,61.043,25.971,35.072,14.405,14.774,19.65,36.302,24.741,NA
"15833",2024,"5082144","Hayden Reed","RB","Army","AAC",0.221,0.214,0.223,0.205,0.238,0.323,0.282,0.005,11.06,2.141,8.919,6.135,2.852,1.937,11.006,0.054,NA
"15834",2024,"5082184","Hunter Roddy","RB","Idaho State","",0.583,NA,0.583,NA,0.583,NA,-0.12,0.934,1.748,0,1.748,0,1.748,0,-0.12,1.868,NA
"15835",2024,"5082251","Vann Schield","RB","Northern Colorado","",-0.169,-0.249,-0.162,-0.112,-0.032,-0.148,-0.153,-0.211,-6.08,-0.746,-5.333,-2.022,-0.35,-0.742,-3.967,-2.113,NA
"15836",2024,"5082253","Keegan Holles","RB","Colorado State","MWC",0.246,0.061,0.271,-0.223,-0.291,1.427,0.111,1.259,4.187,0.122,4.065,-1.782,-1.165,7.134,1.669,2.519,NA
"15837",2024,"5082269","Dean Connors","RB","Rice","AAC",0.144,0.217,0.118,-0.067,0.354,0.735,0.147,0.137,30.825,12.153,18.672,-7.09,23.686,25.714,23.446,7.379,NA
"15838",2024,"5082271","Quinton Jackson","RB","Rice","AAC",0.165,0.238,0.145,0.113,0.084,0.448,0.204,0.084,10.055,3.097,6.958,3.621,1.505,4.929,8.384,1.671,NA
"15839",2024,"5082277","Micah Barnett","FB","Rice","AAC",0.211,0.211,NA,0.578,-0.524,NA,0.211,NA,0.633,0.633,0,1.157,-0.524,0,0.633,0,NA
"15840",2024,"5082284","Boden Groen","TE","Rice","AAC",0.602,0.602,NA,-0.242,0.805,0.543,0.513,0.712,5.414,5.414,0,-0.242,4.027,1.629,2.564,2.85,NA
"15841",2024,"5082289","Kelly Akharaiyi","WR","Mississippi State","SEC",1.252,1.252,NA,1.212,1.211,1.252,0.909,1.68,33.803,33.803,0,13.332,10.902,7.51,13.639,20.163,NA
"15842",2024,"5082302","Emari White","WR","UTEP","CUSA",0.246,0.246,NA,0.175,-0.13,1.695,0.081,0.642,4.182,4.182,0,1.573,-0.779,3.389,0.972,3.21,NA
"15843",2024,"5082315","Nathan Acevedo","WR","Fresno State","MWC",0.452,0.294,1.083,0.122,0.782,NA,0.339,0.904,4.517,2.352,2.165,0.609,3.909,0,2.708,1.809,NA
"15844",2024,"5082316","Tye Edwards","RB","Northern Iowa","",0.217,0.554,0.188,0.133,0.377,0.22,0.169,0.513,35.226,7.207,28.019,13.331,17.701,2.645,23.436,11.789,NA
"15845",2024,"5082330","John Alan Richter","QB","Toledo","MAC",0.194,0.228,-0.09,0.161,0.154,0.347,0.284,0.087,14.577,15.299,-0.723,3.39,3.699,8.324,11.63,2.946,NA
"15846",2024,"5082370","Dallas Payne","TE","UAB","AAC",0.847,0.847,NA,0.789,1.361,0.592,0.626,1.093,16.101,16.101,0,7.104,5.443,3.553,6.264,9.836,NA
"15847",2024,"5082439","Rykem Laney","WR","Georgia State","SBC",1.63,1.63,NA,1.694,1.555,1.645,1.694,1.591,13.039,13.039,0,5.083,4.665,3.291,5.083,7.956,NA
"15848",2024,"5082467","Tyler Hatcher","TE","Hampton","",1.652,1.652,NA,1.035,2.463,NA,1.364,2.228,9.912,9.912,0,3.106,4.927,0,5.456,4.456,NA
"15849",2024,"5082548","A.J. Turner","RB","Marshall","SBC",0.427,0.749,0.403,0.381,0.381,1.243,0.397,0.55,47.452,5.992,41.46,23.219,16.777,7.457,35.348,12.104,NA
"15850",2024,"5082549","DeMarcus McElroy","RB","St. Francis (PA)","",0.157,0.439,0.104,0.14,0.022,0.313,0.175,0.114,18.833,8.332,10.501,7.676,0.931,6.268,14.846,3.987,NA
"15851",2024,"5082558","Caden Burti","WR","UAlbany","",1.441,1.544,-0.911,0.964,1.1,1.85,1.29,1.569,34.591,35.502,-0.911,5.787,6.602,22.202,14.189,20.402,NA
"15852",2024,"5082564","Titus Lyons","TE","Texas State","SBC",0.912,0.912,NA,NA,0.15,1.421,1.075,0.804,4.562,4.562,0,0,0.3,4.262,2.15,2.412,NA
"15853",2024,"5082571","Jameson Holcomb","QB","Murray State","",-0.12,-0.066,-0.444,-1.253,0.543,0.723,-0.461,0.285,-4.201,-1.979,-2.222,-11.273,8.148,5.064,-8.762,4.561,NA
"15854",2024,"5082584","DJ Epps","WR","Troy","SBC",0.11,0.11,NA,0.11,NA,NA,0.11,NA,0.11,0.11,0,0.11,0,0,0.11,0,NA
"15855",2024,"5082587","Matthew Coleman","WR","San José State","MWC",0.932,0.932,NA,0.501,1.185,2.067,0.728,1.688,30.743,30.743,0,10.012,9.48,8.269,18.926,11.817,NA
"15856",2024,"5082601","Jeff Weimer","WR","Idaho State","",0.988,0.985,1.209,0.861,0.779,2.057,0.901,1.099,79.045,77.836,1.209,31.002,23.362,24.681,40.564,38.481,NA
"15857",2024,"5082624","Ryder MacGillivray","WR","Northern Colorado","",0.192,0.192,NA,0.228,-0.123,1.043,0.358,-0.057,3.846,3.846,0,1.825,-1.107,3.128,4.299,-0.453,NA
"15858",2024,"5082630","Jalen Royals","WR","Utah State","MWC",1.256,1.288,-0.296,0.706,1.405,2.03,1.019,2.006,62.801,63.096,-0.296,19.073,16.855,20.296,38.734,24.067,NA
"15859",2024,"5082633","Evan Svoboda","QB","Wyoming","MWC",0.054,-0.037,0.333,-0.212,-0.017,0.378,-0.044,0.196,17.332,-8.958,26.29,-25.626,-1.409,38.523,-8.396,25.728,NA
"15860",2024,"5082648","Bryce Pierre","TE","UCLA","B1G",0.848,0.848,NA,0.519,0.941,1.304,0.499,1.267,9.329,9.329,0,2.596,2.822,3.912,2.995,6.335,NA
"15861",2024,"5082650","Coben Bourguet","WR","Arizona State","B12",1.045,1.045,NA,NA,1.045,NA,1.045,NA,1.045,1.045,0,0,1.045,0,1.045,0,NA
"15862",2024,"5082652","Mason Starling","WR","California","ACC",1.296,1.296,NA,1.28,0.795,2.814,1.28,1.328,11.664,11.664,0,7.682,0.795,2.814,7.682,3.983,NA
"15863",2024,"5082661","Chernet Estes","WR","Utah Tech","",0.971,0.971,NA,0.934,0.913,1.329,1.083,0.08,8.741,8.741,0,4.672,2.74,1.329,8.661,0.08,NA
"15864",2024,"5082965","Tommy Ulatowski","QB","Kent State","MAC",0.273,0.31,0.083,0.021,0.373,0.456,0.056,0.483,51.614,49.053,2.561,1.397,23.152,23.267,5.24,46.374,NA
"15865",2024,"5082985","Nate Milanowski","RB","Miami (OH)","MAC",0.136,NA,0.136,-0.408,-0.637,NA,-0.408,0.679,0.543,0,0.543,-0.815,-0.637,0,-0.815,1.358,NA
"15866",2024,"5082997","Christian Nash","RB","Sioux Falls","",0.296,NA,0.296,0.659,0.205,NA,0.46,0.049,1.48,0,1.48,0.659,0.821,0,1.381,0.098,NA
"15867",2024,"5083041","Gerard Bullock","TE","Tennessee State","",0.567,0.567,NA,0.567,-0.066,1.289,0.385,0.734,14.167,14.167,0,5.673,-0.526,9.02,4.621,9.546,NA
"15868",2024,"5083042","Skyler Locklear","QB","UTEP","CUSA",0.196,0.162,0.313,0.153,0.068,0.469,0.099,0.336,60.445,39.129,21.316,19.157,5.861,42.208,18.158,42.287,NA
"15869",2024,"5083068","Kenny Odom","WR","UTEP","CUSA",0.867,1.018,-0.345,0.778,0.878,1.228,0.851,0.902,46.809,48.881,-2.072,23.35,11.413,12.28,31.479,15.33,NA
"15870",2024,"5083069","DJ Carter","WR","Austin Peay","",-0.757,-0.757,NA,NA,-0.757,NA,NA,-0.757,-0.757,-0.757,0,0,-0.757,0,0,-0.757,NA
"15871",2024,"5083076","Harold Fannin","TE","Bowling Green","MAC",0.824,0.83,0.74,0.676,0.891,0.816,0.774,0.91,113.747,107.083,6.664,37.864,38.322,26.935,67.361,46.386,NA
"15872",2024,"5083103","Davis Bryson","WR","Kennesaw State","CUSA",0.024,-0.013,0.126,-0.205,0.041,0.344,-0.187,0.256,8.793,-3.471,12.264,-27.827,4.484,37.49,-35.461,44.254,NA
"15873",2024,"5083104","Braden Bohannon","QB","Kennesaw State","CUSA",-0.01,0.279,-0.731,-0.772,0.214,0.239,-0.616,0.597,-0.134,2.791,-2.926,-2.317,1.072,1.196,-4.313,4.179,NA
"15874",2024,"5083111","Qua Ashley","RB","Kennesaw State","CUSA",-0.057,0.477,-0.176,-0.21,-0.277,0.928,-0.162,0.143,-8.427,12.879,-21.306,-14.67,-14.412,23.188,-15.716,7.29,NA
"15875",2024,"5083119","Alexander Diggs","RB","Kennesaw State","CUSA",0.138,NA,0.138,-0.33,-0.246,1.652,0.152,0.093,1.246,0,1.246,-1.319,-0.737,3.303,1.061,0.186,NA
"15876",2024,"5083135","Carson Kent","TE","Kennesaw State","CUSA",1.304,1.304,NA,0.754,0.86,1.925,0.622,1.986,23.474,23.474,0,3.771,4.301,15.402,5.601,17.872,NA
"15877",2024,"5083143","Logan Booher","WR","Cal Poly","",0.636,0.719,-1.103,0.034,0.39,1.251,0.334,0.999,27.996,30.203,-2.207,0.55,4.292,20.011,8.02,19.976,NA
"15878",2024,"5083145","Bo Kelly","QB","Cal Poly","",0.286,0.306,0.005,0.091,0.257,0.592,0.162,0.46,42.028,41.973,0.055,4.982,13.371,23.675,13.955,28.073,NA
"15879",2024,"5083148","Troy Fletcher","RB","Cal Poly","",0,0.42,-0.104,-0.428,0.197,0.62,-0.021,0.041,0.009,1.681,-1.672,-3.853,1.382,2.48,-0.275,0.285,NA
"15880",2024,"5083149","Tyrece Fairly-Diyem","TE","Cal Poly","",0.749,2.178,-0.68,-0.68,NA,2.178,-0.68,2.178,1.498,2.178,-0.68,-0.68,0,2.178,-0.68,2.178,NA
"15881",2024,"5083171","Jack Layne","QB","Idaho","",0.358,0.356,0.371,0.405,0.594,0.326,0.422,0.223,30.467,25.644,4.824,15.401,16.642,5.221,24.452,6.015,NA
"15882",2024,"5083198","Darius Lassiter","WR","BYU","B12",0.803,0.827,-0.722,0.409,1.106,1.017,0.632,1.076,52.192,52.913,-0.722,11.461,23.221,15.255,25.298,26.894,NA
"15883",2024,"5083199","Jeremiah Salem","QB","Eastern Michigan","MAC",-0.311,-0.249,-0.741,-1.045,0.746,0.301,-1.045,0.423,-2.487,-1.745,-0.741,-4.178,1.492,0.301,-4.178,1.692,NA
"15884",2024,"5083213","Jordan Reed","QB","Montana State","",-0.995,-0.995,NA,-1.481,NA,-0.67,-1.137,-0.781,-4.973,-4.973,0,-2.963,0,-2.01,-3.411,-1.562,NA
"15885",2024,"5083249","Fisher Clements","TE","Northern Colorado","",1.154,1.154,NA,1.154,NA,NA,1.154,NA,2.308,2.308,0,2.308,0,0,2.308,0,NA
"15886",2024,"5083268","Carson Jenkins","WR","William & Mary","",0.109,1.466,-1.249,-0.676,4.512,-0.915,-0.772,4.512,0.652,4.398,-3.746,-2.029,4.512,-1.831,-3.86,4.512,NA
"15887",2024,"5083271","Sean McElwain","TE","William & Mary","",1.779,1.779,NA,1.561,1.69,1.429,1.698,2.903,26.681,26.681,0,9.368,5.069,5.716,23.779,2.903,NA
"15888",2024,"5083277","Luke Daly","WR","Villanova","",0.949,0.949,NA,0.108,1.159,NA,0.593,1.186,4.744,4.744,0,0.108,4.636,0,1.186,3.559,NA
"15889",2024,"5083285","Tanner Maddocks","QB","Villanova","",0.36,0.049,2.071,-0.005,1.162,0.415,0.191,0.558,4.684,0.541,4.142,-0.025,4.647,1.245,1.338,3.346,NA
"15890",2024,"5083292","Eli Smith","RB","Villanova","",-0.162,NA,-0.162,0.199,-0.577,-0.413,0.191,-0.868,-0.971,0,-0.971,0.596,-1.154,-0.413,0.765,-1.736,NA
"15891",2024,"5083295","Isaiah Wright","RB","Villanova","",-0.316,NA,-0.316,-0.607,0.557,NA,-0.473,0.784,-5.05,0,-5.05,-7.279,2.229,0,-6.619,1.568,NA
"15892",2024,"5083297","Jacoby Jones","WR","UCF","B12",1.231,1.231,NA,0.474,0.887,1.401,1.092,1.326,33.234,33.234,0,3.318,5.323,15.411,12.016,21.219,NA
"15893",2024,"5083305","Caleb Gossett","WR","Ohio","MAC",0.69,0.69,NA,0.489,0.8,1.005,0.427,1.322,11.729,11.729,0,3.915,4.798,3.015,5.119,6.61,NA
"15894",2024,"5083315","Kenyon Sadiq","TE","Oregon","B1G",0.919,1.104,0.064,0.915,0.891,1.382,0.804,1.124,25.718,25.399,0.319,10.062,10.688,5.526,14.479,11.24,NA
"15895",2024,"5083370","Jacory Barney Jr.","WR","Nebraska","B1G",0.401,0.236,1.424,0.419,0.473,0.007,0.442,0.313,28.86,14.619,14.241,15.086,13.725,0.049,21.654,7.206,NA
"15896",2024,"5083372","Quanye Veney","WR","Richmond","",1.014,1.031,0.859,1.061,0.941,0.974,0.825,1.769,10.141,9.282,0.859,5.303,0.941,3.897,6.603,3.538,NA
"15897",2024,"5083373","Ashten Snelsire","QB","Richmond","",1.284,1.442,0.81,NA,0.81,1.477,1.373,1.254,5.136,4.326,0.81,0,0.81,2.954,1.373,3.763,NA
"15898",2024,"5083381","Sean Clarke","TE","Richmond","",1.529,1.529,NA,NA,0.187,1.507,2.895,0.847,4.588,4.588,0,0,0.187,1.507,2.895,1.693,NA
"15899",2024,"5083393","Marquis Buchanan","WR","Rhode Island","",0.736,0.749,0.224,0.582,0.849,1.065,0.659,0.881,63.325,62.877,0.448,20.377,23.771,21.295,36.887,26.437,NA
"15900",2024,"5083395","Jaden Griffin","RB","Rhode Island","",-0.206,NA,-0.206,-0.694,-0.178,0.267,-0.145,-0.299,-1.032,0,-1.032,-1.389,-0.178,0.534,-0.435,-0.597,NA
"15901",2024,"5083410","AJ Simpkins","QB","Columbia","",-0.536,0.898,-0.823,-0.157,-0.725,NA,-0.613,-0.381,-3.215,0.898,-4.113,-0.315,-2.9,0,-2.453,-0.761,NA
"15902",2024,"5083430","Edan Stagg","WR","Columbia","",0.963,1.023,0.308,1.071,0.193,2.251,0.658,1.575,23.123,22.506,0.617,7.499,2.12,13.503,10.525,12.598,NA
"15903",2024,"5083431","Jordan Kelley","WR","Columbia","",0.711,0.746,-0.235,0.673,1.221,1.12,0.519,0.968,19.916,20.151,-0.235,5.381,10.989,10.077,8.303,11.613,NA
"15904",2024,"5083436","Barry Kleinpeter","QB","New Hampshire","",-0.055,0.274,-0.43,-0.119,-0.132,0.502,-0.291,0.401,-2.599,6.857,-9.457,-1.429,-2.503,6.027,-9.011,6.412,NA
"15905",2024,"5083440","Nino Iacovino","RB","New Hampshire","",-1.432,NA,-1.432,-1.432,NA,NA,-1.432,NA,-1.432,0,-1.432,-1.432,0,0,-1.432,0,NA
"15906",2024,"5083442","Myles Thomason","RB","New Hampshire","",-0.08,0.259,-0.15,-0.206,-0.103,0.205,-0.126,0.108,-6.586,3.631,-10.217,-9.274,-2.38,2.659,-8.312,1.727,NA
"15907",2024,"5083444","Josh Fillion","WR","New Hampshire","",0.552,0.552,NA,0.483,0.144,1.071,0.679,0.497,5.515,5.515,0,0.966,0.861,1.071,2.037,3.479,NA
"15908",2024,"5083457","Colby Ramshaw","TE","New Hampshire","",0.606,0.606,NA,0.932,0.474,0.699,0.682,0.538,11.516,11.516,0,3.727,5.693,2.096,6.138,5.378,NA
"15909",2024,"5083458","Peyton Strickland","TE","New Hampshire","",2.019,2.019,NA,NA,2.019,NA,NA,2.019,2.019,2.019,0,0,2.019,0,0,2.019,NA
"15910",2024,"5083459","Sam Brecker","WR","New Hampshire","",0.198,0.198,NA,NA,NA,0.198,NA,0.198,0.198,0.198,0,0,0,0.198,0,0.198,NA
"15911",2024,"5083467","Parker Woodring","WR","Cornell","",0.846,0.846,NA,0.482,0.717,2.086,0.419,1.577,32.139,32.139,0,5.307,12.193,16.69,10.061,22.078,NA
"15912",2024,"5083470","Doryn Smith","WR","Cornell","",0.68,0.68,NA,0.565,1.22,0.356,0.605,0.949,15.639,15.639,0,8.473,6.099,1.068,10.892,4.747,NA
"15913",2024,"5083473","Johntu Reed","RB","Cornell","",-0.347,-0.782,-0.173,-1.361,-0.116,-0.303,-0.579,-0.173,-2.429,-1.564,-0.865,-1.361,-0.463,-0.605,-1.737,-0.692,NA
"15914",2024,"5083490","Ayden Pereira","QB","Merrimack","INDAA",0.346,0.451,0.221,0.13,0.309,0.675,0.1,0.74,78.224,55.476,22.749,11.313,22.844,39.838,13.838,64.387,NA
"15915",2024,"5083496","Symon Sathler","RB","Maine","",-0.692,NA,-0.692,-0.692,NA,NA,-0.692,NA,-0.692,0,-0.692,-0.692,0,0,-0.692,0,NA
"15916",2024,"5083509","Rohan Jones","TE","Montana State","",1.252,1.307,-0.673,0.945,1.239,1.633,0.904,2.47,45.082,45.755,-0.673,17.016,6.197,17.964,25.326,19.757,NA
"15917",2024,"5083528","Zeke Burnett","RB","Sacramento State","",0.164,3.155,-0.085,0.048,-0.352,3.155,-0.028,0.803,2.13,3.155,-1.024,0.383,-1.407,3.155,-0.279,2.409,NA
"15918",2024,"5083545","Coleman Kuntz","TE","Sacramento State","",0.591,0.887,-2.228,0.353,0.731,1.312,0.505,0.806,12.407,16.862,-4.455,2.472,3.656,10.493,7.57,4.837,NA
"15919",2024,"5083552","Blayne Taylor","WR","Abilene Christian","",1.41,1.41,NA,0.617,1.264,2.034,0.824,1.912,109.954,109.954,0,12.955,32.86,61.011,29.671,80.283,NA
"15920",2024,"5083553","Rovaughn Banks Jr.","RB","Abilene Christian","",0.214,0.786,0.146,0.181,0.278,0.07,0.272,0.072,6.006,2.358,3.648,2.529,3.337,0.14,5.433,0.573,NA
"15921",2024,"5083569","Jaden Craig","QB","Harvard","",0.571,0.645,-0.053,0.406,0.416,0.894,0.538,0.618,119.414,120.578,-1.164,34.063,27.891,46.464,65.064,54.35,NA
"15922",2024,"5083570","Caydon Coffman","WR","Harvard","",1.344,1.344,NA,NA,NA,1.344,1.344,NA,1.344,1.344,0,0,0,1.344,1.344,0,NA
"15923",2024,"5083573","Justin Leszynski","TE","Harvard","",0.708,0.708,NA,NA,0.708,NA,NA,0.708,0.708,0.708,0,0,0.708,0,0,0.708,NA
"15924",2024,"5083589","Andre Dennis","WR","Lamar","",0.243,0.262,0.196,0.272,0.396,-0.871,0.397,-0.321,3.406,2.624,0.782,1.904,2.374,-0.871,4.369,-0.963,NA
"15925",2024,"5083597","James Major Bowden","RB","Lamar","",0.492,0.269,0.556,0.222,0.597,0.996,0.516,0.425,13.287,1.615,11.671,3.327,2.986,6.973,10.314,2.973,NA
"15926",2024,"5083630","Kyndon Fuselier","WR","Lamar","",1.428,1.428,NA,0.624,1.315,1.841,0.702,1.898,39.986,39.986,0,4.992,7.889,22.091,7.725,32.261,NA
"15927",2024,"5083631","Jayden Boyd","WR","Lamar","",0.299,0.299,NA,0.757,-0.521,1.057,0.185,0.528,3.593,3.593,0,3.026,-2.603,3.17,1.481,2.113,NA
"15928",2024,"5083636","Izaha Jones","WR","Lamar","",0.492,0.5,0.424,-0.312,0.657,1.199,0.057,1.206,14.281,13.009,1.272,-3.747,5.255,9.594,1.018,13.263,NA
"15929",2024,"5083652","Kai Rios","TE","Indiana State","",0.496,0.496,NA,0.476,0.511,NA,0.526,0.316,3.471,3.471,0,1.428,2.043,0,3.155,0.316,NA
"15930",2024,"5083657","Rocco Ciocca","TE","Indiana State","",1.13,0.991,1.408,-0.546,NA,1.746,1.13,NA,6.779,3.963,2.816,-1.091,0,5.237,6.779,0,NA
"15931",2024,"5083663","Plez Lawrence","RB","Indiana State","",-0.035,0.739,-0.207,-0.129,-0.103,0.445,-0.128,0.17,-4.184,16.26,-20.444,-7.851,-4.335,8.002,-10.661,6.477,NA
"15932",2024,"5083678","Zavion Taylor","WR","Indiana State","",0.785,0.719,2.96,0.352,0.013,1.318,0.319,1.2,26.694,23.734,2.96,3.524,0.148,13.185,5.098,21.596,NA
"15933",2024,"5083680","Kevin Barnett","WR","Indiana State","",1.09,1.09,NA,0.199,0.905,1.987,1.132,1.049,17.446,17.446,0,0.996,4.526,11.924,9.055,8.391,NA
"15934",2024,"5083722","Aaron Rice","WR","Eastern Illinois","",1.44,1.44,NA,0.605,2.275,NA,0.605,2.275,2.879,2.879,0,0.605,2.275,0,0.605,2.275,NA
"15935",2024,"5083726","MJ Flowers","RB","Eastern Illinois","",0.159,0.604,0.077,0.062,0.107,0.354,0.145,0.209,38.546,22.938,15.608,7.081,8.693,14.507,27.069,11.477,NA
"15936",2024,"5083727","Jay Pearson","RB","Eastern Illinois","",0.127,1.21,0.004,-0.617,0.693,0.338,-0.244,0.827,6.247,6.05,0.197,-11.726,10.391,4.73,-7.818,14.065,NA
"15937",2024,"5083747","Justin Bowick","WR","Ball State","MAC",1.381,1.381,NA,1.059,2.457,1.536,1.219,1.615,30.386,30.386,0,11.65,4.913,13.822,15.848,14.537,NA
"15938",2024,"5083748","Cam Thompson","WR","Northern Illinois","MAC",1.119,1.119,NA,0.435,1.277,1.763,0.52,1.788,40.289,40.289,0,5.661,14.047,19.393,9.889,30.4,NA
"15939",2024,"5083750","Alex Ginnever","TE","Eastern Illinois","",0.664,0.664,NA,0.339,0.733,0.932,0.508,0.999,14.615,14.615,0,3.054,4.396,5.589,7.622,6.993,NA
"15940",2024,"5083757","Paxton DeLaurent","QB","Southeast Missouri State","",0.376,0.404,0.084,0.091,0.396,0.739,0.195,0.636,230.095,225.621,4.474,21.476,86.272,107.897,70.455,159.64,NA
"15941",2024,"5083762","Kyron Downing","WR","Southeast Missouri State","",0.847,1.027,-0.174,0.17,0.396,1.692,0.549,1.21,16.93,17.453,-0.522,1.018,2.374,13.539,6.041,10.89,NA
"15942",2024,"5083770","Darrell Smith","RB","Southeast Missouri State","",0.152,1.132,-0.03,0.007,0.193,0.481,0.019,0.504,11.666,13.589,-1.922,0.283,5.2,4.806,1.081,10.585,NA
"15943",2024,"5083806","Josh Gary","WR","Bucknell","",0.734,0.753,-0.587,0.199,0.651,1.48,0.469,1.209,51.35,51.937,-0.587,4.765,20.836,17.763,21.12,30.229,NA
"15944",2024,"5083807","Derrick Anderson Jr.","WR","Bucknell","",0.961,0.961,NA,1.018,1.979,-0.435,0.743,1.233,8.65,8.65,0,2.037,7.918,-1.305,3.717,4.932,NA
"15945",2024,"5083842","Jalon Howard","WR","Florida A&M","",0.25,0.25,NA,NA,0.25,NA,NA,0.25,0.5,0.5,0,0,0.5,0,0,0.5,NA
"15946",2024,"5083847","Dean DeNobile","QB","Lafayette","",0.32,0.37,-0.17,0.321,0.128,0.674,0.335,0.294,116.117,121.894,-5.778,46.928,14.498,58.596,76.995,39.121,NA
"15947",2024,"5083848","Jamar Curtis","RB","Lafayette","",0.269,0.447,0.244,0.127,0.256,0.548,0.279,0.232,70.278,14.313,55.965,15.323,21.504,26.296,57.501,12.777,NA
"15948",2024,"5083865","Elijah Steward","WR","Lafayette","",1.033,1.033,NA,0.529,1.528,1.409,0.754,1.473,50.613,50.613,0,12.158,15.279,19.731,22.622,27.99,NA
"15949",2024,"5083866","Dallas Holmes","TE","Lafayette","",0.633,0.633,NA,0.615,0.184,3.039,0.585,0.763,9.491,9.491,0,5.534,0.918,3.039,6.437,3.054,NA
"15950",2024,"5083870","Geoffrey Jamiel","WR","Lehigh","",0.936,1.005,0.004,0.041,1.165,1.578,0.628,1.315,54.26,54.245,0.014,0.699,31.467,22.094,20.083,34.177,NA
"15951",2024,"5083888","Jaden Wimberly","WR","Hampton","",0.35,0.35,NA,-0.048,NA,2.144,-0.048,2.144,3.853,3.853,0,-0.436,0,4.289,-0.436,4.289,NA
"15952",2024,"5083889","Nick Williams","TE","Lehigh","",0.828,0.828,NA,NA,0.698,NA,0.958,0.698,1.657,1.657,0,0,0.698,0,0.958,0.698,NA
"15953",2024,"5083894","Camden Overton","TE","Gardner-Webb","",0.761,0.761,NA,0.412,0.586,1.145,0.546,1.136,33.467,33.467,0,7.415,5.276,17.17,15.297,18.169,NA
"15954",2024,"5083895","Luke Schomburg","QB","Chattanooga","",0.646,0.74,-0.382,0.366,1.056,0.566,0.513,0.759,46.54,48.83,-2.29,9.159,23.233,14.147,16.929,29.611,NA
"15955",2024,"5083941","Collin Shannon","QB","VMI","",-0.29,-0.263,-0.547,-0.727,0.057,-0.236,-0.543,-0.027,-14.812,-12.076,-2.736,-11.628,1.081,-3.544,-14.128,-0.684,NA
"15956",2024,"5083963","Ivan Thorpe","WR","VMI","",0.175,0.156,0.274,0.141,0.064,0.35,0.191,0.148,6.313,4.668,1.645,2.11,0.703,3.5,4.387,1.926,NA
"15957",2024,"5083966","Morgan McPhaul","WR","VMI","",0.216,0.216,NA,-0.431,-0.025,0.557,0.107,0.341,3.241,3.241,0,-1.725,-0.05,5.015,0.855,2.386,NA
"15958",2024,"5083976","Emari Matthews","RB","Jackson State","",0.141,NA,0.141,-0.033,0.322,-0.259,0.134,0.166,7.039,0,7.039,-0.73,5.798,-1.294,5.377,1.662,NA
"15959",2024,"5083981","Joanes Fortilien","WR","Jackson State","",1.347,1.347,NA,1.679,0.636,1.542,1.388,1.287,53.9,53.9,0,26.862,6.998,20.04,33.301,20.599,NA
"15960",2024,"5083985","Tonorris Brookins II","WR","Mississippi Valley State","",1.133,1.133,NA,1.33,0.506,1.613,1.098,1.142,16.991,16.991,0,2.661,3.037,11.293,3.293,13.699,NA
"15961",2024,"5084026","Wesley Garrett","WR","Eastern Washington","",1.622,1.622,NA,0.571,2.427,1.979,1.823,1.218,19.458,19.458,0,2.283,7.281,9.894,14.587,4.872,NA
"15962",2024,"5084027","Miles Williams","WR","Eastern Washington","",0.519,0.519,NA,0.179,0.263,1.843,0.519,NA,5.714,5.714,0,0.714,1.313,3.686,5.714,0,NA
"15963",2024,"5084032","Austin York","TE","Eastern Washington","",0.398,0.398,NA,0.546,-0.123,0.25,0.55,0.146,3.187,3.187,0,1.638,-0.368,0.25,2.748,0.439,NA
"15964",2024,"5084047","Nate Frazier","RB","Georgia","SEC",0.116,0.173,0.111,0.184,0.031,-0.177,0.109,0.162,17.075,2.249,14.826,17.127,1.533,-0.531,13.994,3.081,NA
"15965",2024,"5084054","Justin Pegues","RB","Bowling Green","MAC",-0.039,-0.05,-0.029,-0.269,0.091,1.169,-0.122,0.109,-0.971,-0.596,-0.375,-3.228,1.088,1.169,-1.95,0.979,NA
"15966",2024,"5084078","Isaac Knowles","WR","Tennessee Tech","",0.338,0.338,NA,NA,0.486,-0.106,0.591,0.085,1.351,1.351,0,0,1.457,-0.106,1.182,0.169,NA
"15967",2024,"5084084","Kevin Jennings","QB","SMU","ACC",0.391,0.439,0.172,0.139,0.376,0.877,0.157,0.674,184.807,170,14.807,27.007,55.593,106.122,40.677,144.13,NA
"15968",2024,"5084133","Alex Perry","WR","Hawai'i","MWC",1.032,1.032,NA,0.398,0.811,1.754,0.893,1.224,19.608,19.608,0,2.789,4.865,8.771,9.819,9.789,NA
"15969",2024,"5084135","Pofele Ashlock","WR","Hawai'i","MWC",1.115,1.125,0.804,0.71,0.755,1.714,0.792,1.686,67.994,66.386,1.608,14.209,14.352,30.844,30.893,37.102,NA
"15970",2024,"5084177","Ta'ir Brooks","WR","Northern Arizona","",0.67,0.67,NA,0.457,1.005,2.646,0.316,1.823,11.398,11.398,0,4.115,6.031,2.646,4.104,7.294,NA
